m_id,m_voiceId,m_gametext
18721,24909,"['Yes!', '', '', '', '', '', '', '', '', '', '', '']"
18722,17230,"['Nngh...', '', '', '', '', '', '', '', '', '', '', '']"
18723,0,"[""You're gonna be okay.\nLet me see your wounds."", '', '', '', '', '', '', '', '', '', '', '']"
18724,24891,"[""...All right!\nI've administered first aid..."", '', '', '', '', '', '', '', '', '', '', '']"
18725,17035,"['Mr. Croft, we have a problem!\nEdoras soldiers are on their way!', '', '', '', '', '', '', '', '', '', '', '']"
18726,17141,"['What!? Not again!', '', '', '', '', '', '', '', '', '', '', '']"
18727,24878,"['...Why are they doing this?', '', '', '', '', '', '', '', '', '', '', '']"
18728,24921,"['Papa and the Dove Coalition\nare just trying to help the wounded.', '', '', '', '', '', '', '', '', '', '', '']"
18729,0,"[""I'll bet it's because we treat\nall patients fairly no matter\nwhere they come from."", '', '', '', '', '', '', '', '', '', '', '']"
18730,17129,"['Dammit... We have to get rid\nof them somehow. Everyone,\npack up your gear...', '', '', '', '', '', '', '', '', '', '', '']"
18731,17134,"['...Rita?', '', '', '', '', '', '', '', '', '', '', '']"
18732,24922,"['Be it friend or foe,\nwe will help those in need.', '', '', '', '', '', '', '', '', '', '', '']"
18733,0,"['I know my papa was right.', '', '', '', '', '', '', '', '', '', '', '']"
18734,24909,"['...I have to tell the soldiers!', '', '', '', '', '', '', '', '', '', '', '']"
18735,17130,"['Hey, Rita!', '', '', '', '', '', '', '', '', '', '', '']"
18736,17134,"['...What!?', '', '', '', '', '', '', '', '', '', '', '']"
18737,0,"['Good grief...', '', '', '', '', '', '', '', '', '', '', '']"
18738,17140,"[""Everyone, we're staying!\nLet's see to the injured!"", '', '', '', '', '', '', '', '', '', '', '']"
18739,17174,"['That satchel... You must be\none of those from the clinic.', '', '', '', '', '', '', '', '', '', '', '']"
18740,24879,"[""I'm sorry, but we can't let you through."", '', '', '', '', '', '', '', '', '', '', '']"
18741,17171,"[""What's that!? Do you think I'm going to\nleave my injured soldiers with the enemy!?"", '', '', '', '', '', '', '', '', '', '', '']"
18742,0,"['And worse, you expect us to believe\nthat you want to treat the enemy!?', '', '', '', '', '', '', '', '', '', '', '']"
18743,24921,"[""Whether you're our friend or foe, it\ndoesn't matter if you're sick or injured."", '', '', '', '', '', '', '', '', '', '', '']"
18744,0,"[""We're apothecaries."", '', '', '', '', '', '', '', '', '', '', '']"
18745,24909,"[""It's our job to help those in need.\nThat's why I can't let you through!"", '', '', '', '', '', '', '', '', '', '', '']"
18746,17169,"[""...Very well then.\nI'll take my soldiers back by force!"", '', '', '', '', '', '', '', '', '', '', '']"
18747,70140,"[""...I won't let you. As an apothecary,\nI will protect my patients!"", '', '', '', '', '', '', '', '', '', '', '']"
18748,17177,"['D-dammit all...!\nWhat are you louts doing!?', '', '', '', '', '', '', '', '', '', '', '']"
18749,0,"['Get up! This is no time\nto be lying about...!', '', '', '', '', '', '', '', '', '', '', '']"
18750,24921,"['Your wounds have yet to heal...\nbut you still fought?', '', '', '', '', '', '', '', '', '', '', '']"
18751,0,"['We fight...for our home.\nEven if it costs us our lives...', '', '', '', '', '', '', '', '', '', '', '']"
18752,17170,"['Wh-what are you doing...?', '', '', '', '', '', '', '', '', '', '', '']"
18753,24920,"[""...It's our job to help those in need."", '', '', '', '', '', '', '', '', '', '', '']"
18754,0,"['Whether you be friend or foe,\nthe same blood runs through your veins.', '', '', '', '', '', '', '', '', '', '', '']"
18755,24989,"[""That's why I'm going to help you."", '', '', '', '', '', '', '', '', '', '', '']"
18756,0,"['Are you two okay!?', '', '', '', '', '', '', '', '', '', '', '']"
18757,24902,"['Mr. Croft! Could you\ntake care of those soldiers?', '', '', '', '', '', '', '', '', '', '', '']"
18758,17127,"['O-oh! Of course!', '', '', '', '', '', '', '', '', '', '', '']"
18759,0,"[""We've given you all first aid.\nAnd here... Take this ointment."", '', '', '', '', '', '', '', '', '', '', '']"
18760,17188,"['Unngh...', '', '', '', '', '', '', '', '', '', '', '']"
18761,0,"[""I'm worried about the other patients."", '', '', '', '', '', '', '', '', '', '', '']"
18762,24909,"[""Let's hurry back to the clinic."", '', '', '', '', '', '', '', '', '', '', '']"
18763,29798,"['Rita!', '', '', '', '', '', '', '', '', '', '', '']"
18764,24876,"['Alfyn! And Papa, too!\nWhat are you doing here?', '', '', '', '', '', '', '', '', '', '', '']"
18765,0,"['Ah, well...\nSomeone was worried about you.', '', '', '', '', '', '', '', '', '', '', '']"
18766,24904,"[""Papa...\nYou shouldn't push yourself!"", '', '', '', '', '', '', '', '', '', '', '']"
18767,17078,"['Haha, my apologies.', '', '', '', '', '', '', '', '', '', '', '']"
18768,29805,"['So what happened?', '', '', '', '', '', '', '', '', '', '', '']"
18769,24923,"['Well, actually...', '', '', '', '', '', '', '', '', '', '', '']"
18770,29842,"['What!? You struck down those soldiers,\nthen healed them right up?', '', '', '', '', '', '', '', '', '', '', '']"
18771,24920,"['I guess I got caught up in the moment...', '', '', '', '', '', '', '', '', '', '', '']"
18772,17092,"[""That's quite all right, Rita.\nMy, how you've grown."", '', '', '', '', '', '', '', '', '', '', '']"
18773,24876,"['...Papa?', '', '', '', '', '', '', '', '', '', '', '']"
18774,0,"['We apothecaries must battle illness\nand injury alongside our patients.', '', '', '', '', '', '', '', '', '', '', '']"
18775,17085,"['In doing so, you will find your path\nobstructed by all manner of hardships.', '', '', '', '', '', '', '', '', '', '', '']"
18776,0,"['What do you need most\nwhen facing hardship?', '', '', '', '', '', '', '', '', '', '', '']"
18777,17061,"['The answer is...courage.', '', '', '', '', '', '', '', '', '', '', '']"
18778,24921,"['...Courage?', '', '', '', '', '', '', '', '', '', '', '']"
18779,0,"['You decided to fight\nin order to protect something.', '', '', '', '', '', '', '', '', '', '', '']"
18780,17089,"['I must admit it was\na bit reckless, but...', '', '', '', '', '', '', '', '', '', '', '']"
18781,0,"['It means you had the courage\nto make a decision.', '', '', '', '', '', '', '', '', '', '', '']"
18782,17078,"['My dear Rita...\nYou are ever and always my pride and joy.', '', '', '', '', '', '', '', '', '', '', '']"
18783,24895,"['Papa...!', '', '', '', '', '', '', '', '', '', '', '']"
18784,29816,"['Hehe. It looks like\nthe Dove Coalition has\nfound peace once more!', '', '', '', '', '', '', '', '', '', '', '']"
18785,17076,"['Yes. Rita will make a fine successor.', '', '', '', '', '', '', '', '', '', '', '']"
18786,0,"['Everyone in the coalition recognizes\nyour abilities and courage.', '', '', '', '', '', '', '', '', '', '', '']"
18787,17092,"['I look forward to seeing you grow.\nKeep honing your skills, Rita.', '', '', '', '', '', '', '', '', '', '', '']"
18788,29833,"[""All right. What say we head back to town?\nIf I don't get you back safe, I'll never\nhear the end of it from Zeph!"", '', '', '', '', '', '', '', '', '', '', '']"
18789,17085,"['Good grief...\nAlfyn, you certainly are a frank one.', '', '', '', '', '', '', '', '', '', '', '']"
18790,24889,"['Wow...\nThat was like a dream...', '', '', '', '', '', '', '', '', '', '', '']"
18791,24900,"['Um... Thank you so much\nfor guiding and protecting me.', '', '', '', '', '', '', '', '', '', '', '']"
18792,0,"[""I'm going to keep honing my skills\nand become an amazing apothecary!"", '', '', '', '', '', '', '', '', '', '', '']"
18793,24866,"['I want to help the Dove Coalition\nsave as many lives as possible.', '', '', '', '', '', '', '', '', '', '', '']"
18794,0,"[""I don't know how I'll ever repay you..."", '', '', '', '', '', '', '', '', '', '', '']"
18795,24928,"[""But I'll try my very best!"", '', '', '', '', '', '', '', '', '', '', '']"
18800,70144,"['Well, well! Are you another\none of my fans, perhaps?', '', '', '', '', '', '', '', '', '', '', '']"
18801,0,"[""Oh, you're not a fan, you say?"", '', '', '', '', '', '', '', '', '', '', '']"
18802,25004,"['I am Fabio, the up-and-coming dancer!', '', '', '', '', '', '', '', '', '', '', '']"
18803,0,"[""You'll be a fan when you see me onstage."", '', '', '', '', '', '', '', '', '', '', '']"
18804,25005,"[""Oh, it's you.\nYou surprised me."", '', '', '', '', '', '', '', '', '', '', '']"
18805,25059,"['What am I doing here?', '', '', '', '', '', '', '', '', '', '', '']"
18806,25031,"[""I'm waiting for my fans to\ncome speak to me, of course."", '', '', '', '', '', '', '', '', '', '', '']"
18807,0,"[""Why, it'd take more than a single hand\nto count the people who came to see\nmy performance the other night!"", '', '', '', '', '', '', '', '', '', '', '']"
18808,0,"['My fan base is steadily growing.', '', '', '', '', '', '', '', '', '', '', '']"
18809,25032,"[""It won't be long before I'm\ncalled to Everhold Amphitheatre..."", '', '', '', '', '', '', '', '', '', '', '']"
18810,15684,"['E-excuse me...', '', '', '', '', '', '', '', '', '', '', '']"
18811,25006,"['The time has come!', '', '', '', '', '', '', '', '', '', '', '']"
18812,25005,"['Greetings, my fair maiden.', '', '', '', '', '', '', '', '', '', '', '']"
18813,0,"['G-greetings...Fabio.', '', '', '', '', '', '', '', '', '', '', '']"
18814,0,"[""I recognize you... Aren't you the one\nalways watching me from the front?"", '', '', '', '', '', '', '', '', '', '', '']"
18815,15685,"[""Yes, I'm Marjorie."", '', '', '', '', '', '', '', '', '', '', '']"
18816,0,"[""I-if it's not too much trouble...\np-please take this!"", '', '', '', '', '', '', '', '', '', '', '']"
18817,25025,"[""A gift, is it?\nIt's no trouble at all. In fact, I welcome it!"", '', '', '', '', '', '', '', '', '', '', '']"
18818,15669,"[""Please do your best...\nI'm cheering for you!"", '', '', '', '', '', '', '', '', '', '', '']"
18819,25039,"['Thank you, Marjorie.', '', '', '', '', '', '', '', '', '', '', '']"
18820,25031,"['Did you see that?\nI told you I have fans!', '', '', '', '', '', '', '', '', '', '', '']"
18821,0,"[""That woman is always coming to my shows.\nAll my fans are important, but she's special."", '', '', '', '', '', '', '', '', '', '', '']"
18822,0,"[""Yes... There's no mistaking it!\nShe's fallen madly in love with me!"", '', '', '', '', '', '', '', '', '', '', '']"
18823,25026,"[""Though I can't say I blame her..."", '', '', '', '', '', '', '', '', '', '', '']"
18824,0,"['...I have an idea!', '', '', '', '', '', '', '', '', '', '', '']"
18825,0,"[""I'll get her a gift as well!\nYes, that's it!"", '', '', '', '', '', '', '', '', '', '', '']"
18826,25041,"['Could you help me choose a gift?', '', '', '', '', '', '', '', '', '', '', '']"
18827,25039,"[""Thank you!\nLet's have a look around town, shall we?"", '', '', '', '', '', '', '', '', '', '', '']"
18828,16373,"[""Welcome!\nWe've got lots of beautiful flowers in stock."", '', '', '', '', '', '', '', '', '', '', '']"
18829,25047,"['Flowers... A wonderful idea!\nThey suit her perfectly.', '', '', '', '', '', '', '', '', '', '', '']"
18830,0,"['Your most passionate\nred flowers, please.', '', '', '', '', '', '', '', '', '', '', '']"
18831,16377,"['Here you go, sir!', '', '', '', '', '', '', '', '', '', '', '']"
18832,25088,"[""Come, let's go find her."", '', '', '', '', '', '', '', '', '', '', '']"
18833,25005,"[""Greetings, Marjorie.\nI've been looking for you."", '', '', '', '', '', '', '', '', '', '', '']"
18834,15665,"['Oh, Fabio!\nWh-what can I do for you?', '', '', '', '', '', '', '', '', '', '', '']"
18835,25062,"['To tell the truth...\nI came to thank you for the other day.', '', '', '', '', '', '', '', '', '', '', '']"
18836,0,"['Though I failed to find a flower\nmore beautiful than you...', '', '', '', '', '', '', '', '', '', '', '']"
18837,0,"['I hope you will accept this\nin return for your present.', '', '', '', '', '', '', '', '', '', '', '']"
18838,15667,"[""What beautiful flowers!\n...I'm so happy."", '', '', '', '', '', '', '', '', '', '', '']"
18839,25030,"['I hope you will continue to\nsupport me as you always have.', '', '', '', '', '', '', '', '', '', '', '']"
18840,15685,"['Of course. I look forward\nto seeing you on stage!', '', '', '', '', '', '', '', '', '', '', '']"
18841,25039,"['Phew. My gift made it safely\ninto her arms, thanks to you.', '', '', '', '', '', '', '', '', '', '', '']"
18842,0,"['This is an incredible town,\nand I gain more fans by the day...', '', '', '', '', '', '', '', '', '', '', '']"
18843,0,"['If it were possible, I would grace\nthe stage from sunup to sundown.', '', '', '', '', '', '', '', '', '', '', '']"
18844,25062,"['Alas...I am in sore need of coin\nto keep my shows going.', '', '', '', '', '', '', '', '', '', '', '']"
18845,0,"['In short, I need to find myself a benefactor.', '', '', '', '', '', '', '', '', '', '', '']"
18846,25023,"['If only I could find one here in town...', '', '', '', '', '', '', '', '', '', '', '']"
18847,25048,"[""I suppose you're right.\nThere's no point fretting over it."", '', '', '', '', '', '', '', '', '', '', '']"
18848,25031,"['My audience awaits.\nPray come see me if you have the chance.', '', '', '', '', '', '', '', '', '', '', '']"
18849,25026,"[""Another stellar performance\nif I do say so myself.\nWouldn't you agree?"", '', '', '', '', '', '', '', '', '', '', '']"
18850,0,"['Of course you do.\nFor I am a paragon of grace.', '', '', '', '', '', '', '', '', '', '', '']"
18851,25007,"[""By the by, I haven't\nseen her today... Have you?"", '', '', '', '', '', '', '', '', '', '', '']"
18852,0,"['Yes, Marjorie!', '', '', '', '', '', '', '', '', '', '', '']"
18853,25009,"[""Did something happen to her?\nI'm a little worried..."", '', '', '', '', '', '', '', '', '', '', '']"
18854,25048,"[""You're right.\nLet's go find her!"", '', '', '', '', '', '', '', '', '', '', '']"
18855,17341,"[""Heh heh. C'mon, beautiful.\nWhy don't you have some fun with us?"", '', '', '', '', '', '', '', '', '', '', '']"
18856,15672,"[""I don't want to!\nLet go of me!"", '', '', '', '', '', '', '', '', '', '', '']"
18857,25006,"[""What's going on here!?"", '', '', '', '', '', '', '', '', '', '', '']"
18858,15678,"['Fabio!', '', '', '', '', '', '', '', '', '', '', '']"
18859,17204,"['The hell do you want!?', '', '', '', '', '', '', '', '', '', '', '']"
18860,0,"['She clearly wants nothing to do\nwith you, so release her this instant.', '', '', '', '', '', '', '', '', '', '', '']"
18861,0,"[""This don't concern you, boy!\nNow get out of here!"", '', '', '', '', '', '', '', '', '', '', '']"
18862,25055,"['I refuse. For that woman\nthere is my biggest fan.', '', '', '', '', '', '', '', '', '', '', '']"
18863,17209,"[""If you don't wanna leave,\nthen we'll just have to make ye!"", '', '', '', '', '', '', '', '', '', '', '']"
18864,25007,"['Good grief...', '', '', '', '', '', '', '', '', '', '', '']"
18865,15680,"['Th-thank you so much...', '', '', '', '', '', '', '', '', '', '', '']"
18866,25005,"[""I'm just glad to see you safe, Marjorie."", '', '', '', '', '', '', '', '', '', '', '']"
18867,0,"[""I-isn't there anything\nI can do to thank you...?"", '', '', '', '', '', '', '', '', '', '', '']"
18868,0,"[""I needn't thanks as long as\nyou come to see my shows."", '', '', '', '', '', '', '', '', '', '', '']"
18869,15674,"[""No, please...I insist.\nWhy don't you all come to my house?"", '', '', '', '', '', '', '', '', '', '', '']"
18870,25058,"['Your house?', '', '', '', '', '', '', '', '', '', '', '']"
